Job_Name,Company_Name,Location,Published_Time,exp_level,exp_years,Job_Type
IT Infrastructure Manager,Zeina Group,"Sheikh Zayed, Giza, Egypt",N/A,Manager,8 - 10 Yrs of Exp,Full Time
Kafr Elsheikh Regional HR Specialist,Egypt Kuwait Holding,"Kafr Alsheikh, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Educational product Sales Specialist,The IG Club,"Nasr City, Cairo, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Senior Sales Account Manager (Enterprise Sector),egabi solutions,"Cairo, Egypt",N/A,Experienced,2 - 8 Yrs of Exp,Full Time
Administrative Coordinator,Jazeera Paints,"10th of Ramadan City, Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Compensation And Benefits Section Head,Confidential,"10th of Ramadan City, Cairo, Egypt",N/A,Experienced,5 - 8 Yrs of Exp,Full Time
IT Manager,Confidential,"6th of October, Giza, Egypt",N/A,Manager,15 - 20 Yrs of Exp,Full Time
Medical Coder,Confidential,"Maadi, Cairo, Egypt",N/A,Entry Level,1 - 2 Yrs of Exp,Full Time
Chemical Engineer,New City Glass,"10th of Ramadan City, Sharqia, Egypt",N/A,Entry Level,0 - 2 Yrs of Exp,Full Time
Senior HR Generalist (6th of October),Midea Group,"6th of October, Giza, Egypt",N/A,Experienced,3 - 6 Yrs of Exp,Full Time
Utility Engineer,Saint-Gobain,"Ain Sokhna, Suez, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
HR Specialist,Concrete For Readymade Garments,"Mohandessin, Giza, Egypt",N/A,Entry Level,1 - 2 Yrs of Exp,Full Time
Human Resource Recruiter,Lou Assist,"New Cairo, Cairo, Egypt",N/A,Experienced,1 - 2 Yrs of Exp,Full Time
Sales Engineer Supervisor - Electrical Panel,Chint Egemac,"6th of October, Giza, Egypt",N/A,Manager,5 - 10 Yrs of Exp,Full Time
Call Center Agent - Inbound Calls ( Corporate English Account ),Etisalat Egypt,"Maadi, Cairo, Egypt",N/A,Entry Level,Customer Service/Support,Full Time
Treasury Section Head,Confidential,"Maadi, Cairo, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Pricing Specialist,Confidential,"Maadi, Cairo, Egypt",N/A,Entry Level,1 - 2 Yrs of Exp,Full Time
E Commerce Specialist,Slamtex ,"Obour City, Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Customer service representative/backoffice (mail&chat English account) Non-voice,Etisalat Egypt,"Maadi, Cairo, Egypt",N/A,Entry Level,1 - 7 Yrs of Exp,Full Time
Full Stack Developer,Pinehart,"Cairo, Egypt",N/A,Experienced,2+ Yrs of Exp,Work From Home
Rig Logistics Representative - Abu Rudeis/ Abu Madi,Tenaris,"South Sinai, Egypt",N/A,Experienced,4 - 20 Yrs of Exp,Full Time
Auditors for Chartered Accountants office,Confidential,"Nasr City, Cairo, Egypt",N/A,Experienced,2 - 10 Yrs of Exp,Full Time
BI Data Analyst,Ibn Sina Pharma,"New Cairo, Cairo, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
"Economic content writer, Social Media Manager",Confidential,"Mokattam, Cairo, Egypt",N/A,Manager,3+ Yrs of Exp,Full Time
Senior Electrical Design Engineer,Capital Link Developments,"New Cairo, Cairo, Egypt",N/A,Experienced,6 - 9 Yrs of Exp,Full Time
Customer Service Representative - (Call Center) - Alexandria,Nile Projects & Trading,"Alexandria, Egypt",N/A,Entry Level,1 - 4 Yrs of Exp,Full Time
Automotive Retail Sales Representative,Kasrawy Group,"Katameya, Cairo, Egypt",N/A,Entry Level,1 - 5 Yrs of Exp,Full Time
Sales Manager,The Address Investments for Real Estate Consultancy,"6th of October, Giza, Egypt",N/A,Manager,4 - 8 Yrs of Exp,Full Time
Medical Commercial Excellence Executive,Infinity Clinic Pharma,"Cairo, Egypt",N/A,Experienced,3 - 6 Yrs of Exp,Full Time
Electrical Construction Manager -Site,MEP Construction,"New Cairo, Cairo, Egypt",N/A,Manager,5 - 9 Yrs of Exp,Full Time
Architectural Technical Office Engineer,Trustcom,"New Cairo, Cairo, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
SMES Relationship Manager,Fawry for Banking Technology and Electronic Payments S.A.E,"6th of October, Giza, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Senior packaging & brand designer,Lasheen Branding and Packaging,"Heliopolis, Cairo, Egypt",N/A,Experienced,5 - 6 Yrs of Exp,Full Time
Call Center Specialist,Kashier Payment Solutions,"Zamalek, Cairo, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Senior Accountant (Treasury),Abgad,"Zamalek, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
UI Developer,3S Software,"Nasr City, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Sales Accounts Manager,SMSA EXPRESS,"Mohandessin, Giza, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Automotive Maintenance Engineer - Qalubia,Rehana Group,"Qanater Khairya, Qalubia, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Transportation Manager,Ibn Sina Pharma,"Cairo, Egypt",N/A,Manager,6 - 9 Yrs of Exp,Full Time
Accountant,Mr. Tailor,"Maadi, Cairo, Egypt",N/A,Experienced,3 - 4 Yrs of Exp,Full Time
Investment Consultant,Guldzon,"New Cairo, Cairo, Egypt",N/A,Experienced,1 - 8 Yrs of Exp,Full Time
Network Engineer,Mubasher,"Nasr City, Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Elevators Technical Office Engineer,AET Lifts,"Alexandria, Egypt",N/A,Entry Level,1 - 7 Yrs of Exp,Full Time
IT Specialist,Macro Group,"Sheraton, Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Quality Assurance Section Head,Confidential,"Alexandria, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Facility Manager - Residential Compounds,Talaat Moustafa Group,"Rehab City, Cairo, Egypt",N/A,Manager,7 - 10 Yrs of Exp,Full Time
Sales Representatives,Confidential,"Kafr Alsheikh, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Quality Supervisor,Breadfast,"Cairo, Egypt",N/A,Experienced,3+ Yrs of Exp,Full Time
Senior Software Developer (Remote),MYDRASA LTD,"Cairo, Egypt",N/A,Manager,6+ Yrs of Exp,Full Time
Sales and Branding Manager,British University of Egypt,"Shorouk City, Cairo, Egypt",N/A,Manager,10 - 12 Yrs of Exp,Full Time
Sales Manager,Display Icon,"Obour City, Cairo, Egypt",N/A,Manager,10 - 15 Yrs of Exp,Full Time
Planning Engineer,Leeds,"Sheikh Zayed, Giza, Egypt",N/A,Entry Level,1 - 4 Yrs of Exp,Full Time
Foreign Purchasing Assistant,Confidential,"Heliopolis, Cairo, Egypt",N/A,Experienced,3 - 7 Yrs of Exp,Full Time
Maintenance Engineer,Sigma Engineering,"Obour City, Cairo, Egypt",N/A,Experienced,2 - 3 Yrs of Exp,Full Time
Sales Rep Indoor (Alex),El sewedy Trading ,"Alexandria, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Procurement Manager (Engineering major),Confidential,"Maadi, Cairo, Egypt",N/A,Manager,10 - 12 Yrs of Exp,Full Time
Projects Sales Specialist (New Cairo - Sohag),El sewedy Trading ,"Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Front Desk Coordinator,Kijamii,"Maadi, Cairo, Egypt",N/A,Experienced,0 - 6 Yrs of Exp,Full Time
Academic manager,Egyptian Cultural Center,"Nasr City, Cairo, Egypt",N/A,Experienced,5 - 10 Yrs of Exp,Full Time
Scrum Master,Onecard,"Nasr City, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Electrical Maintenance Engineer,Kazareen Company ,"10th of Ramadan City, Sharqia, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Digital Marketing Specialist,Multi M Group ,"khanka, Qalubia, Egypt",N/A,Experienced,2 - 3 Yrs of Exp,Full Time
Logistics Coordinator,UNIVERSAL GROUP SHIPPING & CUSTOMER SERV.,"Sheraton, Cairo, Egypt",N/A,Experienced,females_only,Full Time
English Language Specialist,Amideast,"Dokki, Giza, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Agriculture Engineer ( Poultry - Egg production ) - KSA,Pillars,"Riyadh, Saudi Arabia",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Customer Service Representative - (( Chat Account )),Etisalat Egypt,"Maadi, Cairo, Egypt",N/A,Entry Level,0 - 10 Yrs of Exp,Full Time
Microsoft Dynamics AX Application Support Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Training supervisor,Alexandria Business Association ,"Alexandria, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Health & Safety Document Controller,Samaya Electronics Egypt LTD,"Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Social Media Manager,Tasneem Industries,"Stanley, Alexandria, Egypt",N/A,Experienced,4+ Yrs of Exp,Full Time
Working Drawings Architect,Confidential,"Giza, Egypt",N/A,Experienced,3 - 7 Yrs of Exp,Full Time
Quality Engineer ( Poultry - Egg production ) - KSA,Pillars,"Riyadh, Saudi Arabia",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Quality Control Engineer,Tasneem Industries,"Ameria, Alexandria, Egypt",N/A,Entry Level,males_only,Full Time
Demand Planner,Samaya Electronics Egypt LTD,"Cairo, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Construction Manager,INTECH,"Giza, Egypt",N/A,Manager,15 - 20 Yrs of Exp,Full Time
Sales executive in Audio visual/visualization solutions (Out door in KSA),Confidential,"Riyadh, Saudi Arabia",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Sales Coordinator,"Izam, inc.","6th of October, Giza, Egypt",N/A,Entry Level,0 - 2 Yrs of Exp,Full Time
CNC Engineer,Confidential,"10th of Ramadan City, Cairo, Egypt",N/A,Experienced,4 - 7 Yrs of Exp,Full Time
Applications Engineer,Premier Services and Recruitment,"6th of October, Giza, Egypt",N/A,Experienced,5+ Yrs of Exp,Full Time
Software Engineer,Confidential,"Heliopolis, Cairo, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Senior Data Engineer,BBI-Consultancy,"Nasr City, Cairo, Egypt",N/A,Experienced,3 - 7 Yrs of Exp,Full Time
Electrical Engineer,GPS,"10th of Ramadan City, Cairo, Egypt",N/A,Experienced,3 - 6 Yrs of Exp,Full Time
Electromechanical Engineer,GPS,"10th of Ramadan City, Sharqia, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
AML Officer,Al Ahly capital holding Al Ahly Tamkeen,"Maadi, Cairo, Egypt",N/A,Experienced,1 - 5 Yrs of Exp,Full Time
Technical Presales Lead (KSA Based),BBI-Consultancy,"Riyadh, Saudi Arabia",N/A,Experienced,7 - 10 Yrs of Exp,Full Time
"Microbiology Specialist ""Non sterile""-Alexandria",Pharaonia Pharma,"Bourj Alarab, Alexandria, Egypt",N/A,Entry Level,0 - 2 Yrs of Exp,Full Time
Banking Accountant,Soit Medical,"Nasr City, Cairo, Egypt",N/A,Experienced,2 - 3 Yrs of Exp,Full Time
Motion Graphics Designer,Mico World Limited,"Maadi, Cairo, Egypt",N/A,Entry Level,1 - 2 Yrs of Exp,Full Time
Innovative Seller - Hurghada,Duravit AG,"Hurghada, Red Sea, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Sales Representative,Passionelle,"New Cairo, Cairo, Egypt",N/A,Experienced,1 - 5 Yrs of Exp,Full Time
Senior Innovative Seller (6 October),Duravit AG,"6th of October, Giza, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Senior Graphic Designer,NOK for Human Capital Solutions,"Maadi, Cairo, Egypt",N/A,Experienced,5+ Yrs of Exp,Full Time
E Commerce Specialist,Confidential,"Smouha, Alexandria, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Sales key Account Manager,JoviTronix ,"Sheikh Zayed, Giza, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Senior Architecture Technical Office Engineer,DME Holding,"Heliopolis, Cairo, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
Quality Assurance Associate (Customer Service),NOK for Human Capital Solutions,"Maadi, Cairo, Egypt",N/A,Experienced,2 - 3 Yrs of Exp,Full Time
Planning Engineer - Site Based,DME Holding,"New Cairo, Cairo, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Technical Recruiter,Lumin,"6th of October, Giza, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Electrical Maintenance Engineer,ABCO Group ,"Bourj Alarab, Alexandria, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Machine Learning Intern,Talents Arena,"Heliopolis, Cairo, Egypt",N/A,Entry Level,IT/Software Development,Internship
Head of Specification & BOQ Unit,Target Recruitment  & HR Solutions ,"Cairo, Egypt",N/A,Manager,13 - 20 Yrs of Exp,Full Time
Medical Coder Specialist,Sidra,"Heliopolis, Cairo, Egypt",N/A,Entry Level,1 - 2 Yrs of Exp,Full Time
Electric LV Design Team leader- Schneider panel builder,Teba United,"10th of Ramadan City, Cairo, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
E Commerce Specialist and Telesales,Roots Development,"Sheikh Zayed, Giza, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
"Technical Office Engineer , Aluminum Windows , Door and Curtain Wall factory ( Obour , Cairo)",MIT Modern Industrial Technology ,"Obour City, Cairo, Egypt",N/A,Experienced,2+ Yrs of Exp,Full Time
Production Planning Engineer,Decent Home Wooden Products,"Heliopolis, Cairo, Egypt",N/A,Experienced,2 - 3 Yrs of Exp,Full Time
Sales executive in printing business and copier- (Out Door) .In KSA,Confidential,"Riyadh, Saudi Arabia",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Architecture Technical Office Engineer,Beverlyhills,"Shorouk City, Cairo, Egypt",N/A,Experienced,1 - 4 Yrs of Exp,Full Time
senior customer service representative,Atlas Investment & Food Industries,"Mokattam, Cairo, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Sales Marketing Executive,euro trust capital ,"Cairo, Egypt",N/A,Experienced,1 - 10 Yrs of Exp,Full Time
Merchant Acquisition Partner - Aswan,B.TECH,"Aswan, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Merchandiser,Kazareen Company ,"10th of Ramadan City, Sharqia, Egypt",N/A,Experienced,1 - 5 Yrs of Exp,Full Time
Senior Graphic Designer,Duravit AG,"Sheraton, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Graphic Designer,Bird Aviation Academy ,"Dokki, Giza, Egypt",N/A,Experienced,2 - 3 Yrs of Exp,Full Time
Import Specialist,3Brothers,"10th of Ramadan City, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Mechanical Technical Office Engineer,ICON Holding,"Helwan, Cairo, Egypt",N/A,Experienced,1 - 2 Yrs of Exp,Full Time
Administrative Assistant,Dunes Developments ,"Sheikh Zayed, Giza, Egypt",N/A,Entry Level,1 - 4 Yrs of Exp,Full Time
Franchise Sales consultant,REMAX Egypt ,"Heliopolis, Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Purchasing Specialist - (Nozha Beach),Nozha Group,"Heliopolis, Cairo, Egypt",N/A,Experienced,0 - 1 Yrs of Exp,Full Time
HR Generalist,Atlas Investment & Food Industries,"Mokattam, Cairo, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Digital Data Analyst,JoviTronix ,"Sheikh Zayed, Giza, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Administration Specialist,Royal Herbs ,"Alsadat City, Monufya, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Property Consultant,Q Developments,"Alexandria, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Area Manager,Friends Milk,"6th of October, Giza, Egypt",N/A,Experienced,5 - 10 Yrs of Exp,Full Time
Market Research Analyst,Monglish Academy,"San Stefano, Alexandria, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Data Analyst,Monglish Academy,"San Stefano, Alexandria, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
Software Sales Executive,International Advanced ,"Riyadh, Saudi Arabia",N/A,Experienced,3 - 8 Yrs of Exp,Full Time
Commercial Data Analyst,siParadigm Egypt,"Sheraton, Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
E-Commerce Supervisor,Infinity Clinic Pharma,"Nasr City, Cairo, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
Import Specialist,ComeX Engineering Company,"6th of October, Giza, Egypt",N/A,Experienced,5+ Yrs of Exp,Full Time
Front desk specialist,Lemonspaces,"North Coast, Alexandria, Egypt",N/A,Entry Level,0 - 3 Yrs of Exp,Freelance / Project
IT Specialist,IST Networks,"Maadi, Cairo, Egypt",N/A,Entry Level,0 - 3 Yrs of Exp,Full Time
Technical Office Manager,Rhino,"Sheraton, Cairo, Egypt",N/A,Manager,10 - 12 Yrs of Exp,Full Time
Senior Accountant,Bahna Engineering,"Alexandria, Egypt",N/A,Experienced,5 - 8 Yrs of Exp,Full Time
Architect,Dunes Developments ,"Sheikh Zayed, Giza, Egypt",N/A,Entry Level,1 - 2 Yrs of Exp,Full Time
Senior Digital Marketing,Erada,"Maadi, Cairo, Egypt",N/A,Experienced,3 - 5 Yrs of Exp,Full Time
Area Manager,Circle K,"Sheraton, Cairo, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Co-Teacher,Elite Education Group,"New Cairo, Cairo, Egypt",N/A,Experienced,2+ Yrs of Exp,Full Time
Property Advisor - In El Sheikh Zayed,Property Hills,"Sheikh Zayed, Giza, Egypt",N/A,Entry Level,1 - 5 Yrs of Exp,Full Time
Sales Marketing Executive,Egy crete,"Badr City, Cairo, Egypt",N/A,Senior Management,2 - 5 Yrs of Exp,Full Time
Electrical Procurement Team Leader,Solera,"Cairo, Egypt",N/A,Experienced,8 - 11 Yrs of Exp,Full Time
Sales Account Manager (IT/ Web Development),Core Technology Solutions ,"Maadi, Cairo, Egypt",N/A,Experienced,1 - 5 Yrs of Exp,Full Time
Senior Accountant - (Nozha Beach),Nozha Group,"Heliopolis, Cairo, Egypt",N/A,Experienced,5 - 8 Yrs of Exp,Full Time
Export Sales Specialist,Confidential,"Heliopolis, Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Sales Representative,momyazon,"New Cairo, Cairo, Egypt",N/A,Experienced,2 - 8 Yrs of Exp,Full Time
"Health, Safety and Environment supervisor",AICT,"Dkhaila, Alexandria, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Biology Lab Specialist,Zewail City,"6th of October, Giza, Egypt",N/A,Experienced,1 - 2 Yrs of Exp,Full Time
Tour Operator,Shepherd Travel,"Heliopolis, Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Product Manager,Estafsar,"Downtown, Cairo, Egypt",N/A,Entry Level,0 - 5 Yrs of Exp,Full Time
Sales Engineer,Orient Egypt,"Dokki, Giza, Egypt",N/A,Experienced,4 - 8 Yrs of Exp,Full Time
Graphic Designer,Shoura Chemicals ,"6th of October, Giza, Egypt",N/A,Experienced,2+ Yrs of Exp,Full Time
Executive Secretary,Advansys for Trading & Contracting,"Cairo, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Sales Account Executive,appcorp,"Heliopolis, Cairo, Egypt",N/A,Experienced,2+ Yrs of Exp,Full Time
Architect Technical Office Engineer,Orient Egypt,"Dokki, Giza, Egypt",N/A,Experienced,5 - 8 Yrs of Exp,Full Time
Accountant (Accounts Receivables),Zamil Steel Buildings Co,"6th of October, Giza, Egypt",N/A,Experienced,1 - 3 Yrs of Exp,Full Time
Senior Planning Engineer - FMCG,Royal Herbs ,"Alsadat City, Monufya, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
MEP Technical Office Manager (BIM),Mushor for Engineering Consultancy and Project Management,"Maadi, Cairo, Egypt",N/A,Manager,12 - 20 Yrs of Exp,Full Time
Mechanical BIM Team Leader,Mushor for Engineering Consultancy and Project Management,"Maadi, Cairo, Egypt",N/A,Experienced,10 - 12 Yrs of Exp,Full Time
Production Manager,West Valley for Trade & import ,"Wosta, Beni Suef, Egypt",N/A,Experienced,5 - 9 Yrs of Exp,Full Time
Sales Representative,West Valley for Trade & import ,"6th of October, Giza, Egypt",N/A,Experienced,4 - 10 Yrs of Exp,Full Time
2 D Animator,Confidential,"Mokattam, Cairo, Egypt",N/A,Experienced,1 - 2 Yrs of Exp,Full Time
BMS Engineer,Advansys for Trading & Contracting,"Cairo, Egypt",N/A,Entry Level,0 - 2 Yrs of Exp,Full Time
Draftsman,Petrological Integrated Solutions,"Attarin, Alexandria, Egypt",N/A,Experienced,2+ Yrs of Exp,Full Time
Technical Office Engineer,Construction & Design Co. SAE,"Madinaty, Cairo, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
Export Sales Area Manager-Food & Beverage -Citrus,El Banna Group Company,"10th of Ramadan City, Sharqia, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
E-commerce Manager,SSC Egypt,"New Cairo, Cairo, Egypt",N/A,Manager,4 - 6 Yrs of Exp,Full Time
Senior.Net Technical Lead,LINK Development,"Maadi, Cairo, Egypt",N/A,Manager,8 - 15 Yrs of Exp,Full Time
MEP Engineer ( Mechanical ),High Art,"Sheraton, Cairo, Egypt",N/A,Experienced,3 - 6 Yrs of Exp,Full Time
Technical Services Engineer (Spanish/German/Polish or Russian speaker),Guardian Glass,"Cairo, Egypt",N/A,Entry Level,0 - 3 Yrs of Exp,Full Time
Receptionist and Admin Assistant,Arma-HSA,"New Cairo, Cairo, Egypt",N/A,Experienced,2 - 5 Yrs of Exp,Full Time
Oracle Service Bus,Sceel.io,"Maadi, Cairo, Egypt",N/A,Experienced,4 - 6 Yrs of Exp,Full Time
HSE Specialist,Mobica,"Cairo, Egypt",N/A,Experienced,5 - 8 Yrs of Exp,Full Time
Librarian,Uptown International School UISEgypt,"Mokattam, Cairo, Egypt",N/A,Experienced,2 - 4 Yrs of Exp,Full Time
Export Manager,Zain International Group,"Sheraton, Cairo, Egypt",N/A,Manager,15 - 20 Yrs of Exp,Full Time
Senior Contracts and Invoices Engineer,Mobica,"Dokki, Giza, Egypt",N/A,Experienced,5 - 7 Yrs of Exp,Full Time
Retail Manager,EITS Group,"Mohandessin, Giza, Egypt",N/A,Manager,8 - 17 Yrs of Exp,Full Time
R&D Methodology &Stability Senior Section Head,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt",N/A,Experienced,10 - 15 Yrs of Exp,Full Time
SAP Application Support Specialist,Rashideen Egypt for Trade ,"Cairo, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
Senior Quality Control Engineer,Mobica,"Cairo, Egypt",N/A,Experienced,5 - 11 Yrs of Exp,Full Time
Purchasing Specialist / Engineer,شركه طنطا موتورز,"Tanta, Gharbia, Egypt",N/A,Entry Level,1 - 3 Yrs of Exp,Full Time
